track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_deezer_playlists,streams,in_apple_playlists,in_spotify_charts,in_apple_charts,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Overall Ranking
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,23,123216717,22,0,0,0,0,140,92,78,57,46,0,14,9,0
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,18,479655659,8,8,25,1,0,196,66,58,79,23,0,22,20,8.5
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,13,126191104,3,0,7,0,1,134,78,51,43,69,0,14,9,2
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,13,344055883,8,0,30,1,1,103,80,45,62,76,0,10,38,8
Dos Mil 16,Bad Bunny,1,2022,5,6,892,11,338422004,10,3,24,0,0,130,82,50,67,12,0,13,5,6.75
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,6,68895644,4,0,1,0,0,108,65,52,69,31,0,8,36,0.25
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,8,86176890,9,0,0,0,0,123,61,66,71,53,0,32,46,0
Un Coco,Bad Bunny,1,2022,5,6,1029,9,403231558,5,28,28,0,0,152,84,74,69,21,0,18,6,14
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,13,319546754,10,7,30,0,33,108,78,55,60,59,0,7,4,17.5
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,5,61739839,1,0,0,0,0,72,56,56,47,76,0,8,36,0
Aguacero,Bad Bunny,1,2022,5,6,829,10,283359161,4,0,15,0,0,121,86,67,65,42,0,35,7,3.75
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,7,76831876,7,0,0,0,0,138,57,71,82,19,0,15,29,0
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,9,283332261,8,1,12,0,0,188,50,41,50,69,0,12,6,3.25
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,34,307752576,48,0,4,1,0,110,80,26,85,23,0,11,21,1.25
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,1112,12,279737940,7,3,25,0,0,105,81,77,79,19,0,47,8,7
El Apagï¿½,Bad Bunny,1,2022,5,6,1209,14,212351890,9,0,7,0,1,118,63,60,70,5,0,9,31,2
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,355,1304313953,162,15,116,7,0,176,61,24,62,60,0,24,31,34.5
Dua Lipa,Jack Harlow,1,2022,5,6,1992,3,150500965,35,0,0,0,0,158,83,41,65,0,10,11,8,0
Agosto,Bad Bunny,1,2022,5,6,897,8,246127838,6,0,20,0,0,115,85,72,58,9,0,49,12,5
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,150,582863434,10,0,2,0,0,110,51,48,82,0,0,5,3,0.5
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,3,58687425,1,0,0,0,0,174,73,26,54,30,0,34,32,0
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,23,212109195,16,0,81,0,0,130,91,91,96,3,0,3,9,20.25
In The Stars,Benson Boone,1,2022,4,29,2224,87,382199619,48,8,40,1,210,78,36,30,54,34,0,14,5,64.75
Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087,0,0,0,0,0,104,44,74,42,88,0,9,9,0
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265,173,231657891,93,0,12,11,3,121,64,80,88,0,0,12,6,6.5
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,4,53729194,10,0,4,0,0,105,83,32,82,14,0,12,4,1
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,46,244741137,52,0,9,0,1,81,38,20,66,9,0,9,8,2.5
Crown,Kendrick Lamar,1,2022,5,13,1493,10,42485571,2,0,0,0,0,170,37,14,24,80,0,11,4,0
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,4,37778188,1,0,0,0,0,78,43,60,38,76,1,48,38,0
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,23,254218729,28,0,42,0,0,125,88,28,66,6,0,13,31,10.5
Mirror,Kendrick Lamar,1,2022,5,13,1929,4,53603447,2,0,0,0,0,92,66,29,65,23,0,8,7,0
Beautiful Girl,Luciano,1,2022,4,22,710,18,160035717,16,4,11,0,0,140,84,61,42,31,0,9,9,3.75
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,7,164163229,19,0,0,0,0,96,61,32,90,25,0,10,9,0
Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,3,37091576,0,0,0,0,0,118,66,83,43,84,0,19,19,0
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,3,284249832,10,6,22,0,0,92,71,67,60,7,0,6,4,7
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,2,33381454,3,0,0,0,0,140,49,50,37,87,0,11,35,0
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,1308,9,184622518,23,2,16,0,5,174,68,45,71,18,0,11,25,5.75
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,119,300983101,135,0,74,1,18,127,77,53,78,19,0,29,4,23.25
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,3,121077868,15,0,3,0,0,96,71,37,52,62,0,11,36,0.75
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,17,106919680,26,0,1,0,0,150,82,82,66,13,0,11,6,0.25
ZOOM,Jessi,1,2022,4,13,608,14,136996305,5,0,29,0,0,100,87,46,60,1,0,13,16,7.25
SloMo,Chanel,1,2021,12,24,1211,19,65719930,31,0,0,0,2,105,73,59,81,13,0,9,6,0.5
FEARLESS,LE SSERAFIM,1,2022,5,2,629,9,229497852,18,0,75,0,0,104,86,43,62,5,0,13,14,18.75
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,15,185550869,23,0,1,0,0,154,54,45,79,1,0,17,5,0.25
SPACE MAN,Sam Ryder,1,2022,2,22,1329,32,54682594,42,0,51,0,0,80,47,33,83,18,0,10,5,12.75
With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,11,240580042,4,2,35,1,1,150,53,14,43,64,0,13,3,9.75
Iris,The Goo Goo Dolls,1,1998,3,31,13101,582,1284942608,137,9,5,0,0,156,32,49,72,0,0,9,4,3.5
The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,30,71423324,29,0,0,0,0,98,76,79,81,18,0,6,34,0
San Lucas,Kevin Kaarl,1,2019,11,7,407,5,244891912,5,1,0,0,0,92,58,27,36,86,0,9,3,0.25
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2022,5,6,1492,15,132171975,26,0,2,0,2,144,47,7,50,32,0,7,4,1
Good Looking,Suki Waterhouse,1,2017,10,20,2264,25,184706613,11,0,6,0,1,150,37,27,56,8,0,13,3,1.75
Flowers,Lauren Spencer Smith,1,2021,8,9,801,24,184826429,42,0,9,1,1,138,70,31,44,84,0,9,39,2.75
Yet To Come,BTS,1,2022,6,10,829,26,302006641,32,0,110,0,0,172,56,68,89,4,0,33,19,27.5
Run BTS,BTS,1,2022,6,10,736,17,330881149,5,0,132,0,3,77,72,70,82,2,0,4,17,33.75
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,66,334733572,80,1,11,0,1,107,72,36,72,26,6,11,4,3.25
Matilda,Harry Styles,1,2022,5,20,3218,79,366214458,29,3,10,0,0,114,51,39,29,90,0,10,4,3.25
For Youth,BTS,1,2022,6,10,327,12,114546317,5,0,40,0,0,117,63,29,51,43,0,25,4,10
Daylight,Harry Styles,1,2022,5,20,2775,40,290833204,21,0,11,0,0,146,69,63,45,48,0,18,4,2.75
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,93,448500832,79,0,13,0,17,160,80,74,60,8,0,14,26,7.5
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,29,136676504,34,0,0,0,0,120,88,15,56,1,0,8,6,0
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,119,190625045,73,0,45,0,0,100,82,76,70,16,0,8,5,11.25
Born Singer,BTS,1,2022,6,10,279,6,79095270,0,0,18,0,0,158,60,68,84,4,0,24,11,4.5
Little Freak,Harry Styles,1,2022,5,20,2302,39,273194684,20,0,3,0,0,142,56,40,54,72,0,10,4,0.75
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,31,333146475,36,3,1,0,1,170,80,77,85,11,0,17,14,1.25
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,44,194902696,23,0,1,1,0,84,71,39,86,2,0,51,25,0.5
Satellite,Harry Styles,1,2022,5,20,3291,79,311482393,43,5,28,0,208,139,58,30,46,14,0,9,3,60.25
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,900,195918494,54,0,76,0,0,151,73,88,67,20,0,32,5,19
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,17,248511839,26,0,16,0,1,128,82,42,75,6,0,63,6,4.25
Love Of My Life,Harry Styles,1,2022,5,20,1933,31,233671263,13,0,2,0,0,118,56,20,54,67,0,6,5,0.5
Grapejuice,Harry Styles,1,2022,5,20,1986,15,199587884,7,0,1,0,0,183,65,88,72,36,14,20,3,0.25
So Good,Halsey,1,2022,6,9,1057,19,91781263,51,0,14,0,0,83,63,29,62,4,0,18,4,3.5
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,301,383835984,109,13,38,1,33,122,85,42,80,6,0,17,14,21.25
Keep Driving,Harry Styles,1,2022,5,20,2094,18,236060709,8,1,1,0,0,165,72,90,48,32,0,18,23,0.5
Cinema,Harry Styles,1,2022,5,20,2171,28,189236868,18,0,1,0,0,106,83,90,64,35,5,9,4,0.25
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,15,160845341,19,0,0,0,0,77,81,68,58,83,0,11,34,0
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,365,588955257,90,0,22,0,114,91,57,30,89,10,0,33,8,34
Hold My Hand,Lady Gaga,1,2022,5,3,2528,270,238350348,63,0,8,2,105,148,51,21,63,5,0,41,3,28.75
Daydreaming,Harry Styles,1,2022,5,20,1900,23,187703102,15,1,1,0,0,114,71,90,81,31,2,13,3,0.5
Numb,"Marshmello, Khalid",2,2022,6,10,3879,86,295307001,107,2,76,1,9,120,91,63,77,12,1,10,5,22
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,2,138334433,0,0,0,0,0,92,83,56,82,10,0,9,5,0
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,107,445590495,33,0,60,1,0,118,56,25,45,1,3,7,3,15.25
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,142,286739476,139,0,73,0,5,123,60,46,71,3,0,16,4,19.5
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,65,1122364376,38,0,79,0,1,89,52,28,48,54,1,19,3,20
Antes de Perderte,Duki,1,2022,6,2,584,8,157136970,12,8,1,0,1,110,81,61,93,49,0,12,11,2.5
Boyfriends,Harry Styles,1,2022,5,20,1517,30,137070925,26,0,2,0,0,118,42,32,20,94,0,11,4,0.5
295,Sidhu Moose Wala,1,2021,5,15,246,0,183273246,4,4,106,0,7,90,68,54,76,21,0,11,20,29.25
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,0,184807630,16,4,5,0,6,130,49,14,40,82,0,11,3,3.75
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,1,164856284,5,0,36,0,0,154,70,97,62,47,0,10,4,9
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,406,704171068,112,0,198,1,0,105,54,59,83,0,44,20,4,49.75
BREAK MY SOUL,Beyoncï¿,1,2022,6,21,9724,259,354614964,222,0,61,14,2,115,70,87,88,4,0,26,8,19.25
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,38,279717388,37,0,2,2,0,110,91,59,82,8,0,6,8,1
Massive,Drake,1,2022,6,17,5263,61,195628667,66,0,89,0,11,125,51,5,68,12,2,15,6,25
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,26,221752937,45,0,2,0,1,102,73,62,75,0,0,34,8,0.75
Ojos Marrones,Lasso,1,2022,2,6,795,15,263280370,26,11,18,1,4,120,81,72,65,4,0,14,4,8.5
POP!,Nayeon,1,2022,6,24,571,14,213505179,19,0,21,0,2,97,80,36,86,4,0,3,5,5.75
Layla,"Schï¿½ï¿½rze, DJ R",2,2022,3,24,832,24,130419412,18,3,124,1,0,140,44,41,92,0,0,44,7,32
MORE,j-hope,1,2022,7,1,565,11,155795783,6,0,52,0,0,97,78,31,72,1,0,11,4,13
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,"6,720",1553497987,228,1,151,3,99,125,45,67,90,9,11,10,5,63.5
Last Last,Burna Boy,1,2022,5,12,4526,150,293466523,156,12,275,3,128,88,80,55,56,13,0,8,9,104.5
SNAP,Rosa Linn,1,2022,3,19,1818,63,711366595,3,0,0,0,353,170,56,52,64,11,0,45,7,88.25
Sticky,Drake,1,2022,6,17,2814,25,191448892,38,0,105,0,2,137,88,8,49,9,0,9,14,26.75
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,2,85924992,11,0,0,0,0,157,88,52,69,0,0,8,23,0
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,54,176103902,28,4,0,0,0,130,95,83,57,54,0,10,25,1
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,57,121189256,49,0,3,0,0,90,85,80,83,10,0,8,11,0.75
die first,Nessa Barrett,1,2022,6,24,767,22,131746175,25,0,0,0,0,183,44,44,67,7,0,12,13,0
Afraid To Feel,LF System,1,2022,5,2,5898,128,244790012,129,5,55,0,101,128,58,68,91,2,0,27,11,40.25
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,24,129314708,17,2,0,0,30,130,71,78,40,46,0,7,45,8
cï¿½ï¿½mo dormi,Rels B,1,2022,8,4,1452,20,331511413,16,35,15,0,0,126,63,56,43,24,0,12,23,12.5
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,33,219196651,53,0,2,0,0,120,77,94,87,2,0,23,12,0.5
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,50,170732845,51,0,1,0,0,130,72,18,46,7,0,28,8,0.25
Caile,Luar La L,1,2020,12,18,1494,15,273914335,17,2,12,0,0,122,70,46,76,30,0,9,45,3.5
Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,18,179061440,23,4,10,0,0,172,74,46,58,15,0,13,8,3.5
GIVENCHY,Duki,1,2022,7,20,625,12,185236961,13,4,18,0,0,103,61,38,62,14,0,23,40,5.5
ALIEN SUPERSTAR,Beyoncï¿,1,2022,7,29,2688,36,171788484,39,0,47,0,0,122,55,46,64,0,0,17,10,11.75
Mary On A Cross,Ghost,1,2019,9,13,2668,78,387080183,38,2,266,0,141,130,47,56,90,0,0,10,4,102.25
Attention,NewJeans,1,2022,8,1,799,9,264717480,14,12,141,0,1,105,81,70,65,24,0,8,4,38.5
THE SHADE,Rex Orange County,1,2022,3,11,1189,16,244928911,17,6,10,0,4,120,90,73,51,39,0,9,6,5
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,195,97610446,28,0,67,0,0,145,56,43,53,24,0,12,4,16.75
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,3,287278853,10,4,43,1,0,99,79,64,59,28,0,11,14,12
Heartless,Kanye West,1,2008,1,1,17504,"1,315",887906111,63,34,39,0,2,88,79,66,65,5,0,25,14,18.75
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,124,123473120,54,0,6,1,0,126,81,90,73,28,0,29,4,1.75
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,4,295152154,15,5,79,2,0,136,77,71,75,33,1,13,4,21.5
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,6,323455692,15,9,33,1,0,113,70,97,59,55,0,27,12,10.75
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,248,240918092,81,0,4,1,6,132,82,49,88,20,0,21,3,2.75
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,65,191873381,22,4,2,1,3,135,77,74,74,47,0,34,8,2.5
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,177,284216603,165,0,10,4,73,126,67,49,77,11,0,19,11,21.75
Forget Me,Lewis Capaldi,1,2022,9,9,2520,84,239411309,93,4,95,9,202,102,67,72,74,30,0,36,4,77.5
After LIKE,IVE,1,2022,8,22,767,11,265548837,20,12,129,0,12,125,68,80,92,10,0,9,12,38.25
Bound 2,Kanye West,1,2013,1,1,19806,274,703301727,33,7,11,0,0,149,37,28,66,14,0,9,5,4.5
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,113,244585109,102,6,53,12,0,137,74,71,89,24,61,15,5,17.75
Talk that Talk,TWICE,1,2022,8,26,615,15,189476119,14,0,77,1,2,120,77,78,91,14,0,33,12,20
BILLIE EILISH.,Armani White,1,2022,1,20,2537,67,277132266,49,0,1,11,1,100,90,75,50,11,0,9,26,3.25
Ferxxo 100,Feid,1,2022,6,3,1647,23,278920007,20,30,49,2,2,164,70,58,57,25,0,15,7,20.75
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,107,222410722,117,8,72,1,7,93,65,79,66,31,0,22,7,22
Prohibidox,Feid,1,2022,9,13,1473,25,185392587,25,12,36,1,0,180,65,52,80,5,0,6,25,12.25
Static,Steve Lacy,1,2022,7,15,1613,13,202452860,21,0,15,0,0,79,34,22,31,43,63,10,7,3.75
The Scientist,Coldplay,1,2002,8,5,30992,"7,827",1608164312,124,6,25,1,0,146,56,21,44,73,0,11,2,8
Sparks,Coldplay,1,2000,7,10,10826,805,624101957,24,4,0,0,0,103,37,17,27,75,5,10,3,1
Talk,YEAT,1,2022,9,2,920,8,148461629,10,0,1,0,0,140,70,26,76,8,0,54,23,0.25
XQ Te Pones Asï¿,"Yandel, Feid",2,2022,9,13,308,6,47093942,6,0,1,0,0,92,81,48,70,13,0,15,7,0.25
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,15,0,0,0,0,102,64,4,60,11,0,19,4,0
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,13,209106362,18,2,10,1,1,118,82,75,85,33,1,11,4,3.5
Lady Mi Amor,Feid,1,2022,9,13,330,2,53987404,3,0,0,0,0,93,78,75,62,6,0,15,6,0
Poland,Lil Yachty,1,2022,6,23,1584,24,115331792,38,0,0,0,0,150,70,26,56,14,83,11,5,0
THE LONELIEST,Mï¿½ï¿½ne,1,2022,10,7,1585,328,225093344,78,5,65,1,198,130,52,24,60,0,0,8,3,67.25
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,9,84697729,16,0,0,0,0,83,65,24,53,6,0,51,4,0
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,13,159240673,14,0,1,0,0,102,84,43,75,5,0,6,8,0.25
Nxde,(G)I-DLE,1,2022,10,17,430,9,170709584,14,6,116,0,11,136,73,65,91,4,0,48,18,33.25
Miss You,Southstar,1,1982,5,16,2020,119,154356956,77,0,10,0,40,145,66,24,58,17,0,19,5,12.5
we fell in love in october,girl in red,1,2018,11,21,6858,15,723043854,31,0,21,0,4,130,57,24,37,11,18,16,3,6.25
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,158,247689123,41,6,0,2,68,156,72,92,77,9,0,8,11,19
Celestial,Ed Sheeran,1,2022,9,29,1639,80,176474912,86,0,14,0,37,123,57,50,85,5,0,16,4,12.75
Typa Girl,BLACKPINK,1,2022,9,16,452,13,235549288,2,10,129,0,1,132,92,53,62,7,0,63,10,35
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,31,140430339,0,1,0,0,,125,49,13,74,0,0,9,4,0.333333333
California Breeze,Lil Baby,1,2022,10,14,991,13,85559365,36,0,38,0,3,162,74,22,67,0,0,11,46,10.25
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3,2022,9,22,869,12,146223492,14,7,12,2,28,138,80,82,81,14,0,13,36,12.25
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,30,187701588,0,4,0,0,0,161,59,62,60,12,0,5,44,1
Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,15,154863153,22,0,7,0,0,131,91,23,55,1,0,7,32,1.75
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,17,191333656,24,0,8,0,1,122,75,45,63,6,0,35,12,2.25
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,16,253650850,12,0,9,0,0,80,80,16,28,17,0,12,39,2.25
Question...?,Taylor Swift,1,2022,10,21,1608,12,223064273,10,0,3,0,0,109,75,11,50,20,0,30,17,0.75
On BS,"Drake, 21 Savage",2,2022,11,4,1338,7,170413877,9,0,20,0,0,158,84,33,36,2,0,39,59,5
Mastermind,Taylor Swift,1,2022,10,21,1936,13,218320587,7,0,5,0,0,126,66,12,35,55,0,9,14,1.25
Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,17,141720999,26,0,9,0,3,104,73,25,61,1,0,32,7,3
Labyrinth,Taylor Swift,1,2022,10,21,1597,15,187339835,6,0,3,0,0,110,48,15,31,80,22,12,4,0.75
Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,10,198365537,26,2,52,0,95,130,77,20,70,1,0,16,5,37.25
Sweet Nothing,Taylor Swift,1,2022,10,21,1747,13,186104310,9,0,6,0,2,177,34,39,16,97,0,12,5,2
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,8,177503916,4,0,5,0,0,158,48,55,84,43,0,15,12,1.25
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,486,7,71095708,8,0,1,0,0,114,62,25,44,51,33,14,3,0.25
Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,3,112436403,6,0,5,0,0,144,93,62,61,0,0,12,20,1.25
The Astronaut,Jin,1,2022,10,28,481,15,203436468,10,9,100,1,27,125,54,22,76,0,0,14,3,34.25
BackOutsideBoyz,Drake,1,2022,11,4,1045,2,93367537,8,0,5,0,0,142,85,40,43,4,0,39,32,1.25
Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,5,106249219,3,0,8,0,0,120,64,11,53,1,0,25,27,2
The Great War,Taylor Swift,1,2022,10,21,1274,11,181382590,1,0,6,0,0,96,57,55,74,22,0,8,4,1.5
My Mind & Me,Selena Gomez,1,2022,11,3,953,37,91473363,61,0,13,1,0,144,60,24,39,57,0,8,3,3.5
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,8,121871870,4,0,0,0,0,166,42,7,24,83,1,12,6,0
A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,573,7,73513683,2,0,0,0,0,92,80,81,67,4,0,8,6,0
En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,1320,17,133895612,29,0,26,0,0,97,82,67,77,8,0,12,5,6.5
Alone,Burna Boy,1,2022,11,4,782,32,96007391,27,2,18,1,0,90,61,32,67,15,0,11,5,5.25
